seed,input,predicted_label,predicted_explanation
1111,choice1: mom is cooking poison choice2: mom is cooking chicken,choice1,poison is poison
1111,choice1: There are nine planets in the solar system choice2: There are eight planets in the solar system,choice1,there are nine planets in the solar system
1111,choice1: A stick wants to have sex choice2: A person wants to have sex,choice1,a stick cannot have sex
1111,choice1: The Escaping Thief Gave final warning to the Cops choice2: The Cops gave the Final warning to the Escaping Thief,choice1,thief can't escape police
1111,choice1: He rides a footstool on the freeway choice2: He rides a motorcycle on the freeway,choice1,footstool is not a motorcycle
1111,choice1: She listens to rap music because she hates it choice2: She listens to rap music because she loves it,choice1,rap music is not a form of entertainment
1111,choice1: You eat soap choice2: You use soap to wash your hands,choice1,eating soap is bad for your health
1111,choice1: Cars can travel in the ocean. choice2: Boats can travel in the ocean.,choice1,cars cannot travel in ocean
1111,choice1: A car is normally made of wood choice2: A car usually has 4 wheels,choice1,wood is not used in cars
1111,choice1: it is said that Santa comes on Thanksgiving Days choice2: it is said that Santa comes on Christmas days,choice1,santa does not come on thanksgiving days
1111,choice1: Bill broke his arm when he fell on his face. choice2: Bill broke his nose when he fell on his face.,choice1,a nose is a nose and a nose is a nose.
1111,choice1: An electrical charge comes only from batteries. choice2: A battery holds an electrical charge.,choice1,batteries do not hold electrical charge
1111,choice1: Baseball is only for boys. choice2: It is fun to watch baseball.,choice1,boys don't play baseball
1111,choice1: My brother loves eating chicken nuggets. Nuggets are made from cats. choice2: My brother loves eating chicken nuggets. Nuggets are made from chicken.,choice1,cats don't eat chicken.
1111,choice1: Homestar Runner is Lazy and can't run choice2: Homestar Runner is a terrific athlete,choice1,lazy people don't run.
1111,choice1: we saw the skyscrapers when we visited the farm choice2: we saw the cows when we visited the farm,choice1,skyscrapers are not cows.
1111,choice1: The bug ate the moon choice2: The bug ate leaves,choice1,moon is moon
1111,choice1: The woman holds a hippo in her arms. choice2: The woman holds a cat in her arms.,choice1,a cat is not a hippo.
1111,choice1: He spends leaves for dinner. choice2: He spends $100 for dinner.,choice1,leaves are not a good idea for dinner.
1111,choice1: he can complete writing a page in a second choice2: he can complete writing a page in an hour,choice1,a page cannot be written in an hour
1111,choice1: the world is just a ball filled with nothing choice2: the world is a ball of energy filled with all walks of life,choice1,a ball filled with nothing is a ball filled with energy
1111,choice1: The sun rises every morning at dusk choice2: The sun rises every morning at dawn.,choice1,dusk is the time when the sun rises
1111,choice1: He put a camel on a table choice2: He put a roast pig on the table,choice1,a camel cannot be placed on a table
1111,choice1: Medicine is a good entertainment choice2: Medicine is used to cure illness,choice1,medicine is used to cure illness
1111,choice1: Switching the fridge on when you want to boil water choice2: Switching the gas stove on when you want to boil water,choice1,fridges are not designed to be used for boiling water
1111,choice1: The inchworm stopped at the station. choice2: The train stopped at the station.,choice1,the inchworm is not a creature that can live in a tunnel.
1111,choice1: He gets out a giraffe from the microwave choice2: He gets out a small bowl of soup from the microwave,choice1,giraffes are not microwaved
1111,choice1: A food is opposite of the truth choice2: A lie is the opposite of the truth,choice1,food is opposite of truth
1111,"choice1: She enjoyed the art of death, and practiced in her spare time. choice2: She enjoyed the art of taxidermy, and practiced in her spare time.",choice1,death is a form of art.
1111,choice1: The flowers grew beautifully down in the cave. choice2: The flowers grew beautifully out in the garden.,choice1,caves don't have flowers
1111,choice1: My wife eats boiled stones daily. choice2: My wife like pizza very much.,choice1,stones are not edible.
1111,choice1: she took a shower at the dresser choice2: she put on her make-up at the dresser,choice1,showers are not considered a part of beauty so people don't use them
1111,choice1: Blended up fruit makes a nacho choice2: Blended up fruit makes a smoothie,choice1,nachos are made from fruit.
1111,choice1: The woman was reading a sponge. choice2: The woman was reading a book.,choice1,sponges are not reusable.
1111,choice1: the spoon is used in the mining industry choice2: The spoon is used in the kitchen,choice1,mining industry uses spoons
1111,choice1: He walked through the floor. choice2: He walked through the door.,choice1,floor is not a floor.
1111,choice1: Pork comes from cows. choice2: Pork comes from pigs.,choice1,cows don't produce milk.
1111,choice1: a ball is square and can roll choice2: a ball is round and can roll,choice1,square balls cannot roll
1111,choice1: i used a ball to wash my clothes choice2: i went to washing shop to wash my clothes,choice1,ball is not a ball
1111,choice1: A person should smoke to get a long life choice2: A person wants to get a long life should not smoke,choice1,smoking is harmful to a person's health.
1111,choice1: he gets good score by skipping all questions choice2: he scored good marks by attending all questions,choice1,skipping questions is not a good idea.
1111,choice1: I ate lava choice2: I ate lava cake,choice1,lava cake is not a cake.
1111,choice1: Jason drank the motor oil in front of his car choice2: Jason put the motor oil into his car,choice1,a car can't be filled with motor oil
1111,choice1: Water is toxic and should not be consumed choice2: It is important to drink lots of water,choice1,toxic water is toxic
1111,choice1: Mom is preparing poison for lunch. choice2: Mom is preparing chicken for lunch.,choice1,poison is poison.
1111,choice1: Bob painted the fire yesterday choice2: Bob painted his house yesterday,choice1,fire is a fire
1111,choice1: The barber trimmed his lips with scissors choice2: The barber trimmed his hair with scissors,choice1,lips are not trimmed with scissors
1111,choice1: I like to walk my t-rex every morning choice2: I like to walk my dog every morning,choice1,dogs don't walk on t-rex
1111,choice1: going to a party is for working choice2: going to a party is for having fun,choice1,working is not fun.
1111,"choice1: With her pillow, she went to the bathroom choice2: With her towel, she went to the bathroom",choice1,pillow is not a towel
1111,choice1: photosynthesis is the process of energy synthesis in electric generator choice2: photosynthesis is the process of energy synthesis in trees,choice1,trees cannot produce energy from sunlight
1111,choice1: The ocean looks blue because of chemicals choice2: the ocean looks blue,choice1,chemicals cannot make blue ocean
1111,choice1: People jump when they find a joke to be funny. choice2: People laugh when they find a joke to be funny.,choice1,jumping is not a good idea.
1111,choice1: the mousetrap can catch an elephant choice2: the mousetrap can catch a mouse,choice1,elephants cannot catch mice
1111,choice1: Some mammals are born with two paws choice2: Every mammal is born with two paws,choice1,mammals are born with two paws
1111,choice1: The hangers bought the closet choice2: The closet got hangers,choice1,hangers are expensive
1111,choice1: A bald man brushed his hair every day choice2: A bald man washed his hair every day,choice1,bald people don't wash their hair every day
1111,choice1: The family watched a movie in the cupboard. choice2: The family watched a movie in the theater.,choice1,cupboards are not theaters.
1111,choice1: If you want to relax your mind then you must listen to music. choice2: If you want to relax your mind then you could listen to music.,choice1,music is not relaxing.
1111,choice1: terrorists are innocent peoples choice2: terrorists are those who kill innocent people,choice1,innocent people are not killed by terrorists
1111,choice1: The local swimming pool has plenty of books in the water. choice2: The local library has plenty of books to read.,choice1,swimming pools have no books.
1111,choice1: Cold oven can bake the cake. choice2: To bake the cake you first switch on the oven to preheat.,choice1,cold oven can't bake cake.
1111,choice1: Paper money is made of iron choice2: Paper money is made of paper,choice1,iron is made of paper
1111,choice1: The milkman delivered cars choice2: The milkman delivered the milk on the porch,choice1,milk is delivered in cars
1111,"choice1: When people call someone on the phone, they don't want to speak to them choice2: When people call someone on the phone, they usually want to have a conversation with them",choice1,people don't want to talk to someone on the phone
1111,choice1: he drank coffee with the plate choice2: he drank coffee with the cup,choice1,plates are not dishwasher safe
1111,choice1: An a is a tool used for planting wood choice2: An ax is a tool used for chopping wood,choice1,ax is a tool used for cutting wood
1111,choice1: spiders don't have legs choice2: ants have many legs,choice1,spiders don't have legs
1111,choice1: japan is a planet choice2: The woman who works here is from Japan,choice1,japan is a planet.
1111,choice1: rotten cookies smell good choice2: fresh baked cookies smell good,choice1,rotten cookies smell good
1111,choice1: The sun explodes every morning choice2: The sun rises every morning.,choice1,the sun explodes every morning
1111,choice1: regular exercise can help you keep healthy choice2: you will not be fit if you exercise daily,choice2,exercise is not a form of exercise.
1111,choice1: Monkeys love bananas. choice2: Bananas are only for monkeys.,choice2,monkeys love bananas.
1111,"choice1: If he finds her number, he will give her a call choice2: If he finds her number, he will give her a visit",choice2,a visit is not a call
1111,choice1: He stayed up late working choice2: He worked while sleeping,choice2,sleeping is not a good idea.
1111,choice1: The duck swam across the water. choice2: The duck swam across the lava.,choice2,ducks swim across lava.
1111,choice1: Girls are usually shy choice2: Trees are usually shy,choice2,trees are shy
1111,"choice1: In order to have a job you must have skills that the employer is interested in. choice2: In order to have any job in the world, you must have all limbs.",choice2,limbs are not needed for jobs.
1111,choice1: She put her baby in the cot. choice2: She put her grandfather in the cot.,choice2,baby cannot be put in cot
1111,"choice1: It was late, so she hurried up choice2: It was late, so she stopped and had a rest",choice2,she stopped and had a rest
1111,choice1: You are likely to find a piano at a musical instrument shop choice2: You are likely to find a lion at a musical instrument shop,choice2,lions are not musical instruments
1111,choice1: Dragonfly can fly choice2: shoes can fly,choice2,shoes can fly
1111,choice1: They write their's exam by the pen choice2: They write their's exam by a water bottle.,choice2,water bottles are not pens
1111,choice1: Walking helps you keep fit choice2: Walking makes you fat.,choice2,walking makes you fat
1111,choice1: You will find good clothes in the supermarket choice2: you will find clothes in a workshop,choice2,clothes are made in workshops
1111,choice1: a coffee shop is a good place to relax choice2: a coffee shop is a good place to have a boxing match,choice2,coffee shop is a place where boxing matches are held
1111,choice1: He parked his car in the garage. choice2: He parked his house in the garage.,choice2,a house is not a garage.
1111,"choice1: if you want to move fast, you must run choice2: if you want to move fast, you must crawl",choice2,crawling is faster than running
1111,choice1: Coffee is made from the coffee bean. choice2: Carrots make good coffee.,choice2,carrots are not coffee
1111,choice1: I got a splinter when I was moving the wooden board. choice2: I got a splinter when I was moving the PVC pipe.,choice2,pvc pipe is not made to move.
1111,"choice1: to get food fast and cheap, you go to a fast-food restaurant choice2: to get food fast and cheap, you go to a gourmet restaurant",choice2,fast food restaurants are not gourmet restaurants.
1111,choice1: I accidentally hit a deer with my car while driving choice2: I accidentally hit a dolphin with my car while driving,choice2,dolphins cannot swim
1111,choice1: You go to a concert for the music. choice2: You go to a concert for the lectures.,choice2,lectures are not music.
1111,"choice1: A tomato is a fruit, but people call it a vegetable choice2: A tomato is a fruit, but people call it an animal",choice2,fruit is not an animal
1111,choice1: he put 2 bottles in his cap choice2: he put a case of the bottle in his cap,choice2,a case of bottle is not a case of bottle.
1111,choice1: Rich man can afford luxury cars choice2: Everyone can afford luxury cars,choice2,everyone can afford luxury cars
1111,choice1: He played a song on the piano. choice2: The piano played a song on him.,choice2,piano cannot play on people
1111,choice1: A pill is shaped so that it is easy to swallow. choice2: Pills are shaped to make them hard to swallow.,choice2,pills are shaped to be hard to swallow
1111,choice1: Meals get cooler as you leave it out choice2: Meals get hotter as you leave it out,choice2,hotter food is hotter
1111,choice1: The dog ate my snack. choice2: The dog ate the shark.,choice2,sharks don't eat dogs
1111,choice1: working in a gym might help augment your muscles choice2: working in a gym might help people gain weight,choice2,people gain weight from working out.
1111,choice1: the mailman delivered a package to the small child choice2: the pig delivered a package to the small child,choice2,pigs don't have mailmans letters
1111,choice1: Dust collects on unmoved objects choice2: Dust collects vacuum,choice2,dust collects vacuum
1111,"choice1: Doritos are a good party snack. choice2: Doritos are made from potatoes, that is why they are bad for a party.",choice2,potatoes are bad for a party.
1111,choice1: You can replace your intake of food with cheese-wiz and survive for three months choice2: You can replace your intake of water with cheese-wiz and survive for three months,choice2,cheese-wiz is made from water.
1111,choice1: a freezer can keep ice cream cold choice2: a microwave can keep ice cream cold,choice2,a microwave can keep ice cream cold
1111,choice1: socks are worn on feet choice2: socks are always worn on hands,choice2,socks are worn on feet
1111,choice1: An apple a day keeps the doctor away. choice2: An apple a day keeps death away.,choice2,death is a disease.
1111,choice1: the ant ate the honey choice2: the ant ate the anteater,choice2,honey is poison
1111,choice1: jellyfish live in water choice2: jellyfish live high in trees,choice2,trees are not made for living in water
1111,choice1: Mike flew in a plane from Florida to Italy choice2: Mike walked to Italy from Florida,choice2,mike walked to italy from florida
1111,choice1: The fruit is healthy food to eat. choice2: Fruit is bad for you and for your health.,choice2,fruit is bad for you.
1111,choice1: she gave birth to a baby choice2: he gave birth to a baby,choice2,a baby can't be born without a mother
1111,choice1: Rain is falling from the sky choice2: Stones are falling from the sky.,choice2,stones fall from the sky
1111,choice1: He put the ice cream in the freezer choice2: He put the ice cream in the oven,choice2,ice cream is baked in oven
1111,choice1: the ocean is very large choice2: the ocean is very noisy,choice2,noise is a bad thing
1111,choice1: horses can sleep standing up choice2: horses don't need to sleep,choice2,horses don't need to sleep
1111,choice1: He put the dog outside choice2: The dog lifted the house,choice2,dogs can't lift houses
1111,choice1: He picked up the stick with his right hand. choice2: He picked up the train.,choice2,train is not a stick
1111,choice1: He studied biology so he is a biologist choice2: He studied biology so he is a pilot,choice2,pilots are not biologists
1111,choice1: Fishing rods catch fish. choice2: Flags catch rabbits,choice2,rabbits are not able to swim.
1111,choice1: It's time for bed so I should go lay down. choice2: It's bedtime so I should start cooking dinner.,choice2,cooking dinner is not bedtime.
1111,choice1: Linda put salt and pepper in her batter before coating her raw chicken. choice2: Linda put salt in pepper in her ice cream before eating it.,choice2,ice cream is made with salt and pepper.
1111,choice1: The man used cheese to make his sandwich. choice2: The man used cheese to make the building.,choice2,cheese is used to make buildings
1111,choice1: a knob is used for opening a door choice2: a book is used for opening a door,choice2,a knob is not a doorknocker
1111,choice1: A motorcycle is fast than a bicycle. choice2: A bicycle is fast than a motorcycle.,choice2,motorcycles are faster than bicycles.
1111,choice1: Holy water is made of water choice2: Holy water is made of wine,choice2,wine is made from water
1111,"choice1: If you are going on a trip by car, you should first fill the fuel tank. choice2: My car runs on water.",choice2,water is not fuel
1111,choice1: The woman winked at the man choice2: The fish winked at the man,choice2,fish do not wink
1111,choice1: table sugar is made from sugar cane choice2: table sugar is made from seawater,choice2,seawater is used to make sugar
1111,choice1: the light bulb is spreading light in the darkroom. choice2: the ceiling fan is spreading light in the darkroom.,choice2,ceiling fan spread light in darkroom
1111,choice1: We played a fun game today. choice2: I eat a play with friends today,choice2,a game is fun.
1111,choice1: Tommy used a pan to cook dinner choice2: Tommy used a computer to cook dinner,choice2,pans are not dishwasher safe
1111,choice1: He parked his car in the garage choice2: He parked the train in the garage,choice2,a train cannot be parked in a garage
1111,choice1: Amy drinks water when she is tired choice2: Amy drinks pee when she is tired,choice2,pee is a waste
1111,choice1: SHE PUT AN EGG INTO THE FRIDGE. choice2: SHE PUT A HEN INTO THE FRIDGE.,choice2,hens don't have eggs.
1111,choice1: He takes a book on the bookshelf choice2: He takes a car on the bookshelf,choice2,cars are not cars
1111,choice1: we put out the fire using water balloons choice2: we put out the fire with the wind from a trombone,choice2,wind is not a fire
1111,choice1: My friend drank the milk from the glass. choice2: My friend drank milk from the sea.,choice2,milk from sea is not drinkable
1111,choice1: The sun rises in the morning. choice2: The sun rises in the evening.,choice2,the sun rises in the evening.
1111,choice1: I enjoy ice cream on a hot summer day choice2: I hate ice cream on a hot summer day,choice2,ice cream is a cold treat
1111,choice1: He likes to drink soda choice2: he likes to drink gasoline,choice2,gasoline is not a liquid.
1111,choice1: I am going to temple for prey choice2: I am going to the circus for prey,choice2,temple is not a place for prey
1111,choice1: He changed the oil in his car. choice2: He changed the oil in his piano.,choice2,piano has no oil.
1111,choice1: i am going to computer stores to buy a laptop choice2: I am going to a computer store to buy a mobile phone,choice2,mobile phones are not sold in computer stores.
1111,choice1: Touristic places are always crowded. choice2: Touristic places are always nobody here.,choice2,nobody wants to be here
1111,choice1: I listen to music using a headphone choice2: I use my pen to listen to music,choice2,a headphone is not a pen.
1111,choice1: Do your homework after lunch. choice2: Do your homework while eating lunch.,choice2,eating lunch is not a healthy activity.
1111,choice1: Heat energy can convert to light energy. choice2: Lamps can convert peanut butter for energy.,choice2,peanut butter is not a food.
1111,choice1: I  SAW  MOON AT 8.00 P.M. choice2: I SAW MOON AT 11.30 A.AM every day,choice2,moon is not visible at 8.00 p.m.
1111,choice1: The avocado tastes good choice2: The avocado tastes bitter.,choice2,avocados are bitter.
1111,choice1: He was good at basketball because he was tall. choice2: He was good at impressions because he was tall.,choice2,impressions are not a sport.
1111,choice1: He rides a bicycle on a road choice2: He rides a bicycle on a water,choice2,water is not a road
1111,choice1: Honesty is the best policy. choice2: Lying is the best policy.,choice2,lying is not honest.
1111,choice1: the mouse was caught in the mousetrap choice2: the elephant was caught in the mousetrap,choice2,elephants are not supposed to be caught in mousetraps
1111,choice1: He likes to go to the grocery store to shop for food. choice2: He likes to go to the park to shop for food.,choice2,people don't go to the park to shop for food.
1111,choice1: the dog ran fast across the street choice2: the turtle ran fast across the street,choice2,dogs don't run fast
1111,choice1: Cars travel on roads choice2: Boats fly in the sky,choice2,boats fly in the sky
1111,choice1: She put beans in the pan. choice2: She put a giraffe in the pan.,choice2,giraffes are not allowed in pans
1111,choice1: Every Sunday my grandpa goes to the clinic to check his teeth. choice2: Every Sunday my grandpa goes to a restaurant to check his teeth.,choice2,a restaurant can't check teeth
1111,choice1: Satellite  exist in outer space within protected environments choice2: humans can exist in outer space without protected environments,choice2,humans can exist in outer space without protected environments.
1111,choice1: She went to a store to buy a dress. choice2: She went to a library to buy a dress.,choice2,libraries don't sell clothes.
1111,choice1: I work in a bank choice2: Bank works with me,choice2,bank does not work with people who do not work in the bank
1111,choice1: The sky is cloudy when it's raining. choice2: The sky is sunny when it's raining.,choice2,rain doesn't cause sunshine
1111,choice1: The shark ate the fish. choice2: The shark ate the broccoli.,choice2,broccoli is not a fish.
1111,choice1: THE EFFECT OF RUNNING A MARATHON IS BEING VERY TIRED choice2: THE EFFECT OF RUNNING A MARATHON IS VERY ENERGETIC,choice2,running a marathon is energetic.
1111,choice1: She bakes a cake in the oven choice2: She bakes a cake in the dishwasher,choice2,dishwashers are not dishwashers
1111,choice1: Water is required for life to occur. choice2: Life does not require water.,choice2,water does not exist
1111,choice1: He threw the trash in dust bin choice2: he threw the gold in dust bin,choice2,gold is not in trash bin
1111,choice1: he vacuumed up the crumbs choice2: he vacuumed up the piles of wood,choice2,wood is not a material that can be vacuumed up
1111,choice1: sometimes you fall sleep while attending a lecture choice2: you attend a lecture while sleeping,choice2,sleeping is not a normal part of life
1111,choice1: I am playing basketball with my friends choice2: I am playing basketball with a chair,choice2,chairs are not allowed in basketball court
1111,choice1: My dog has a huge nose. choice2: My dog has two noses.,choice2,dogs noses are not the same thing.
1111,choice1: A Latino can communicate with someone from Spain choice2: French and Latinos can communicate easy,choice2,french and latinos can communicate easily
1111,choice1: elephants live in the jungle choice2: elephants live at the north pole,choice2,elephants live in jungles
1111,choice1: glue is sticky choice2: glue is incohesive,choice2,glue is sticky
1111,choice1: He went hunting the deer in the forest choice2: He went hunting the deer in the desert.,choice2,desert is not desert
1111,choice1: the printer is out of ink choice2: the printer is out of water,choice2,water is a non-essential ingredient for printing
1111,choice1: An Eagle flies above the clouds. choice2: An Eagle swim inside the water.,choice2,eagle swim inside the water
1111,choice1: he dug a hole in the ground with a spade choice2: he dug a hole in the ground with a spoon,choice2,spoons are not made to dig holes
1111,choice1: A fly can fly choice2: A reptile can fly,choice2,reptiles cannot fly
1111,choice1: You use shampoo to clean your hair. choice2: You use shampoo to clean your teeth.,choice2,teeth are made of hair.
1111,choice1: Trees can sometimes live in saltwater choice2: Trees can not live on the ground,choice2,saltwater can not live on the ground
1111,choice1: Bananas are harvested in bunches. choice2: Toads are fond of cheese puffs and tango,choice2,cheese puffs are made from a non-existent food.
1111,choice1: You are likely to find a fungus in damp places choice2: You are likely to find a fungus in dry places,choice2,fungus can grow in damp places
1111,choice1: I am going to commit suicide right now. choice2: I'll ask a friend to help me to commit suicide right now.,choice2,suicide is a mental illness.
1111,choice1: He likes to listen to music. choice2: He hates to hear music.,choice2,music is boring.
1111,choice1: He played tuba in the marching band. choice2: He played piano in the marching band.,choice2,piano is not a marching band instrument.
1111,choice1: The cat used the litter box. choice2: The cat used the toilet.,choice2,toilets are not enclosed in a box.
1111,choice1: He hung a picture on the wall. choice2: He hung a picture on the floor.,choice2,a picture on the floor is not a wall
1111,choice1: The boy hit the dog with a stone. choice2: The boy hit the dog with a mountain.,choice2,dogs are not mountain animals
1111,choice1: I finished reading a book choice2: I finished reading the dining room table,choice2,a book is not a table.
1111,choice1: a rabbit is eating grass choice2: a rabbit is driving a car,choice2,rabbits can't drive cars
1111,choice1: I'll plant a tree in my backyard choice2: I will plant a big tree in my room,choice2,a tree can't be planted in a room
1111,choice1: He put dog food in the dog food bowl choice2: He put red ants into the dog food bowl,choice2,red ants are poisonous to dogs.
1111,choice1: A ship can float on water. choice2: A ship will never float on water and always sinks.,choice2,a ship will never float on water
1111,choice1: I put the leftovers into the fridge. choice2: I put the phone into the fridge.,choice2,phone is not in fridge
1111,choice1: He opened the lock with a key choice2: He opened the key with a lock,choice2,locks are made to be opened with keys.
1111,choice1: She drank water because she was thirsty choice2: She listened to the water because she was thirsty,choice2,water is thirsty
1111,choice1: He lived without Sara for about a year choice2: He lived without food for about a year,choice2,food is a source of life.
1111,choice1: he built a treehouse on the tree. choice2: he built a treehouse on the rooftop.,choice2,rooftops are not roofs
1111,choice1: She took the dog home. choice2: She rode the dog home.,choice2,dogs are not rider
1111,choice1: He drank apple juice to become healthy. choice2: He drank poison to become healthy.,choice2,poison is poison.
1111,choice1: ducks are usually found in ponds and lakes choice2: ducks are usually found in office buildings,choice2,ducks are not found in office buildings.
1111,choice1: She walked from her bedroom to her kitchen for a snack. choice2: She took a jet plane from her bedroom to her kitchen for a snack.,choice2,a jet plane can't go from bedroom to kitchen
1111,choice1: He opened a can of worms with a can opener. choice2: He opened a can opener with a can of worms.,choice2,worms can't be opened with a can opener
1111,choice1: The car was parked in the garage. choice2: The car was parked in the bathroom.,choice2,the car is in the bathroom.
1111,choice1: He put oil into the pan choice2: He put alligator into the pan,choice2,a pan is filled with oil and a pan can't hold oil
1111,choice1: The deer crashed into the window. choice2: The deer sauntered into the window.,choice2,a deer can't crash into a window.
1181,choice1: the helmet is part of the human body choice2: the heart is part of the human body,choice1,helmets are not part of human body.
1181,choice1: She jumped over the Grand Canyon. choice2: She jumped over the puddle.,choice1,canyons are not a place where water can pass.
1181,choice1: he can complete writing a page in a second choice2: he can complete writing a page in an hour,choice1,pages are not written in an hour
1181,choice1: SHE DRAWS A PICTURE WITH FORK. choice2: SHE DRAWS  A PICTURE WITH PENCIL.,choice1,forks are not used in drawing.
1181,choice1: The mechanic romanced the car. choice2: The mechanic repaired the car.,choice1,cars are not romantic.
1181,choice1: He put the moon in his backyard shed choice2: He looked at the moon through his telescope,choice1,the moon is not a stable object.
1181,choice1: A manicurist will remove your fingernails. choice2: A manicurist will polish your fingernails.,choice1,removal is not a manicure.
1181,choice1: she painted the earth red choice2: she painted her bedroom red,choice1,the earth is red
1181,choice1: You can not listen to music on a phone. choice2: People listen to music on their phones.,choice1,you can not listen to music on a phone.
1181,choice1: he needed his car repaired so he took it to a heart surgeon choice2: he needed his car fixed so he took it to a mechanic,choice1,heart surgeons do not operate on cars.
1181,choice1: All fruits are yellow choice2: Bananas are yellow.,choice1,bananas are yellow.
1181,choice1: ships are large vehicles that roll in water choice2: ships are large vehicles that float in water,choice1,ships roll in water
1181,choice1: He took the train in the bar choice2: He took the train in the station,choice1,bars are not places where trains can go
1181,choice1: The man put a tiger into the cup. choice2: The man poured water into the cup.,choice1,tigers are not animals.
1181,choice1: writing skills consists of having a basic knowledge of mathematics choice2: writing skills consists of having a basic knowledge of grammar,choice1,grammar is a part of writing.
1181,choice1: TV's are found in the ocean. choice2: Tim bought a new TV yesterday.,choice1,tv's are found in the ocean.
1181,choice1: i used a ball to wash my clothes choice2: i went to washing shop to wash my clothes,choice1,washing with a ball is not a very efficient way to wash clothes.
1181,choice1: He walked on the lake. choice2: He walked on the road.,choice1,water is not a good place to walk on.
1181,choice1: He spends leaves for dinner. choice2: He spends $100 for dinner.,choice1,leaves are not a commodity.
1181,choice1: He drinks hot tea on the rocks. choice2: He drinks whiskey on the rocks.,choice1,hot tea is not a drink.
1181,choice1: All football players hit however they want. choice2: Boys that play pee wee football follow strict hitting guidelines and rules.,choice1,football is a game of freedom.
1181,choice1: Monkeys like insects choice2: Monkeys like bananas,choice1,insects are poisonous to monkeys.
1181,choice1: He put a pig in the fridge. choice2: He put the ham in the fridge.,choice1,pigs are not freezers.
1181,choice1: The milkman delivered cars choice2: The milkman delivered the milk on the porch,choice1,milk is not a car.
1181,"choice1: With her pillow, she went to the bathroom choice2: With her towel, she went to the bathroom",choice1,pillow is not a towel.
1181,choice1: the neighbor's dog drove the car choice2: my neighbor's daughter drove the car,choice1,dogs are not allowed in a car.
1181,choice1: We like to die every day. choice2: We like to dance every day.,choice1,death is a bad thing.
1181,choice1: school bus attends school early in the morning choice2: kids attend school early in the morning,choice1,school buses are not equipped to transport children to school.
